PMID,titre,date,note,resume,journal,lien_journal
40076900,Molecular Epidemiology of Streptococcus pneumoniae Serotype 1: A Systematic Review of Circulating Clones and Clonal Clusters.,3/2025,0.643,"Streptococcus pneumoniae serotype 1 is one of the most prevalent serotypes commonly associated with invasive pneumococcal disease cases and outbreaks worldwide. Several sequence types of this serotype have been identified globally, including those exhibiting both high virulence potential and antimicrobial resistance profiles. This systematic review presents the global distribution of clones of pneumococcal serotype 1, describing their circulating patterns in various regions in the world. A database search was conducted in Google Scholar, PubMed, Scopus, ScienceDirect, and Web of Science using keywords related to Streptococcus pneumoniae serotype 1. The inclusion criteria entailed peer-reviewed studies published in English describing the utilization of at least one molecular genotyping tool to identify S. pneumoniae serotype 1 clones based on their sequence types. Data extracted were managed and analyzed using Microsoft Excel 365 (Version 2108). Forty-three studies were finally included in the systematic review. A total of 103 MLST serotype 1 sequence types were identified in 48 countries. These clones were widely reported to be associated with invasive pneumococcal diseases. Globally, ST217 and ST306 clonal complexes (CC217 and CC306) were the predominant lineages of serotype 1 sequence types, exhibiting distinct continental distribution patterns. CC217, characterized by ST217, ST303, ST612, ST618, and ST3081, was predominant in Africa and Asia. ST306 clonal complex, which is grouped into ST306, ST304, and ST227 were mostly found in Europe, Oceania, North America, and some countries in South America. ST615 was predominant in Chile, Peru, and Argentina. The hypervirulence nature of serotype 1, coupled with its complex genetic diversity, poses a significant public health threat. Our findings emphasize the need for enhanced surveillance and targeted interventions to mitigate the spread of these hypervirulent clones, ultimately informing evidence-based strategies for disease prevention and control.",International journal of molecular sciences,https://doi.org/10.3390/ijms26052266
39098826,"Use of sensitivity analyses to assess uncontrolled confounding from unmeasured variables in observational, active comparator pharmacoepidemiologic studies: a systematic review.",2/2025,0.634,"Understanding the potential for, and direction and magnitude of uncontrolled confounding is critical for generating informative real-world evidence. Many sensitivity analyses are available to assess robustness of study results to residual confounding, but it is unclear how researchers are using these methods. We conducted a systematic review of published active-comparator cohort studies of drugs or biologics to summarize use of sensitivity analyses aimed at assessing uncontrolled confounding from an unmeasured variable. We reviewed articles in 5 medical and 7 epidemiologic journals published between January 1, 2017, and June 30, 2022. We identified 158 active-comparator cohort studies: 76 from medical and 82 from epidemiologic journals. Residual, unmeasured, or uncontrolled confounding was noted as a potential concern in 93% of studies, but only 84 (53%) implemented at least 1 sensitivity analysis to assess uncontrolled confounding from an unmeasured variable. The most common analyses were E-values among medical journal articles (21%) and restriction on measured variables among epidemiologic journal articles (22%). Researchers must rigorously consider the role of residual confounding in their analyses and the best sensitivity analyses for assessing this potential bias. This article is part of a Special Collection on Pharmacoepidemiology.",American journal of epidemiology,https://doi.org/10.1093/aje/kwae234
39827134,Molecular epidemiology of extended-spectrum beta-lactamases and carbapenemases-producing Shigella in Africa: a systematic review and meta-analysis.,1/2025,0.625,"BACKGROUND: The treatment of Shigella infections has become a major challenge due to the emergence of multidrug-resistant Shigella. There is however insufficient knowledge regarding the molecular epidemiology of Shigella strains producing beta-lactamases in Africa. This systematic review investigated the scientific literature on the molecular epidemiology of extended-spectrum beta-lactamase (ESBL) and carbapenemases producing Shigella in Africa. METHODS: Papers published in English and French from African countries on the molecular epidemiology of ESBL and carbapenemase producing Shigella from January 1999 to July 5, 2024 were reviewed. An extensive literature search was conducted through electronic databases including PubMed, Scopus, Web of Sciences, African Journals Online (AJOL) and Google scholar using specific keywords. The meta-analysis and forest plots of Shigella species, ESBL and carbapenemases genes were done using the comprehensive Meta-Analysis software. All data were analyzed using a binary random-effects model by the DerSimonian-Laird method at a 95% confidence interval. RESULTS: Out of the 583 research articles, only 18 (3.1%) articles representing eleven countries were included in the meta-analysis. The overall pooled prevalence of ESBL and Carbapenem Resistant (CR)-producing Shigella was estimated as 41.2% (95% CI: 22.8-62.4; I(2) = 93.7%, p < 0.05). The leading ESBL and CR-producing Shigella species reported in this review was Shigella flexneri, 34.5% (95% CI: 16.6-58.2; I(2) = 94.9%, p < 0.05). ESBL and CR-producing Shigella sonnei was the least reported with estimated prevalence of 6.7% (95% CI: 3.4-13.2; I(2) = 80.7%, p < 0.05). In this review, bla(TEM), bla(OXA-1), and bla(CTX-M) were the most prevalent genes in Africa with prevalence of 25.9% (95% CI: 13.9-43.2; I(2) = 90.9%, p < 0.05), 25.7% (95% CI: 14.9-43.0; I(2) = 93.7%, p < 0.05), and 10.8% (95% CI: 4.5-23.4; I(2) = 85.6%, p < 0.05) respectively. The prevalence of Carbapenemases genes on the other hand was low, reported as 0.8% (95% CI: 0.2-10.3; I(2) = 51.4%; p < 0.05) for bla(NDM), 1.1% for bla(KPC), and 0.5% for bla(IMP). CONCLUSION: This study highlighted Shigella flexneri as the most prevalent ESBL and CR-producing Shigella species found in various African countries. The findings from this review indicate bla(TEM), bla(OXA-1) and bla(CTX-M) as the most prevalent genes in Africa while carbapenemases are least prevalent. The findings from the study suggest that ESBL and CR-producing Shigella pose a significant public health threat in Africa. Effective antimicrobial resistance (AMR) surveillance strategies are needed to improve the management and treatment of Shigella infections in Africa.",BMC infectious diseases,https://doi.org/10.1186/s12879-024-10266-7
39776060,Patient and Public Involvement in Pharmacoepidemiological Research: An Environmental Scan of an Emerging Area.,1/2025,0.625,"BACKGROUND: Patient and public involvement (PPI) in research is required to improve the relevance, feasibility, and interpretability. However, research on PPIs in pharmacoepidemiology (PE) is still limited. This study aimed to provide an overview of PPI implementation in pharmacoepidemiology through an environmental scan. METHODS: The environmental scan combined systematic reviews and expert interviews. A systematic review was conducted in MEDLINE, EMBASE, and the Cochrane Library from January 1, 2010, to June 30, 2023, to identify PE studies in which PPIs were mentioned. An additional review covered British Medical Journal's (BMJ) original articles from January 1, 2019, to June 30, 2023, via a similar method. In parallel, a cross-sectional study was conducted with a standardized questionnaire for French PE research teams, involving interviews via videoconference. RESULTS: We identified 3615 references for screening, among which 232 were selected for full-text screening. However, no studies have reported the use of PPIs in PE studies. The additional BMJ review identified 1058 references, 74 of which met the full-text selection criteria, and eight were included. Of 13 French PE research teams surveyed, three had prior PPI experience, and 12 affirmed the relevance of PPI in PE. The respondents identified barriers such as PE's complexity (n = 9). They suggested training for patients (n = 9) and collaboration with specialist teams (n = 5) to facilitate PPI. CONCLUSION: Our environmental scan highlighted the emergence and relevance of PPIs in PE studies, even though they are still uncommon. Tools are needed to acculture and assist PE researchers in engaging in PPIs.",Pharmacoepidemiology and drug safety,https://doi.org/10.1002/pds.70080
39913513,Molecular epidemiology of human papillomavirus variants in cervical cancer in India.,12/2024,0.616,"Background & objectives Cervical cancer (CC) has been documented as the fourth most common cancer worldwide. Persistent infections with high-risk human papillomavirus (hr-HPV) have been suggested in the development of CC. Although prophylactic vaccines are available for the prevention of prevalent hr-HPV types, intra-type variations exist within a particular HPV type that has varying oncogenic potential as well as the mechanism of pathogenicity and varying neutralization by antibodies. Therefore, we carried out a systematic review to determine the distribution of HPV intra-typic variations in different geographical locations of India and their reported implications. Methods Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) guidelines were followed to retrieve relevant articles from the standard databases using appropriate keywords. Consequently, 17 articles were included in the current review after screening based on inclusion and exclusion criteria. Results The majority of articles included in this review reported variations within the HPV16 E6 gene, followed by the L1 and E7 genes. Analysis of available data indicated the differential regional distribution of some variations. These variations have also been reported to impact the biological functions of various viral proteins. Interpretation & conclusions The distribution of lineages varied with the different genomic regions sequenced. Additionally, there were certain unique and common variations in the HPV genome with respect to geographical regions. Hence, we suggest the identification of region-specific variations for the development of diagnostic and prognostic interventions.",The Indian journal of medical research,https://doi.org/10.25259/ijmr_212_24
39400654,Molecular Epidemiology and AMR Perspective of Diarrhoeagenic Escherichia coli in Africa: A Systematic Review and Meta-analysis.,12/2024,0.616,"INTRODUCTION: Diarrhoeagenic Escherichia coli (DEC) persistently challenges public health in Africa, contributing substantially to the diarrhoeal disease burden. This systematic review and meta-analysis illuminate the distribution and antimicrobial resistance (AMR) patterns of DEC pathotypes across the continent. METHODS: The review selectively focused on pathotype-specific studies reporting prevalence and/or AMR of human-derived DEC pathotypes from African nations, excluding data from extra-intestinal, animal, and environmental sources and studies focused on drug and mechanism experiments. Pertinent studies were retrieved from SCOPUS, PubMed, and EBSCOhost, processed with Covidence, and screened in alignment with PRISMA guidelines. RESULTS: The reviewed studies were predominantly hospital-based (80%) and paediatric-focused (91%), with a meagre 4.4% documenting DEC outbreaks. Seven DEC pathotypes were discerned, with Enteroaggregative E. coli (EAEC) being notably prevalent (43%, 95% CI 30-55%) and Enteroinvasive E. coli (EIEC) least prevalent (24%, 95% CI 17-32%). Identified non-susceptibilities were noted against essential antibiotics including ciprofloxacin, ceftriaxone, and ampicillin, while instances of carbapenem and Extended-Spectrum ss-Lactamase (ESBL) resistance were scarce. CONCLUSION: Despite sporadic data on DEC prevalence and AMR in Africa, particularly in community settings, a palpable gap remains in real-time outbreak surveillance and comprehensive data documentation. Augmenting surveillance and embracing advancements in molecular/genomic characterisation techniques are crucial to precisely discerning DEC's actual impact and resistance continuum in Africa.",Journal of epidemiology and global health,https://doi.org/10.1007/s44197-024-00301-w
40004223,Pharmacogenetics in Response to Biological Agents in Inflammatory Bowel Disease: A Systematic Review.,2/2025,0.634,"Inflammatory bowel diseases (IBDs) are chronic inflammatory disorders influenced by microbial, environmental, genetic, and immune factors. The introduction of biological agents has transformed IBD therapy, improving symptoms, reducing complications, and enhancing patients' quality of life. However, approximately 30% of patients exhibit primary non-response, and 50% experience a loss of response over time. Genetic and non-genetic factors contribute to variability in treatment outcomes. This systematic review aims to thoroughly analyze and assess existing studies exploring the relationships between genetic variations and individual responses to biologic drugs, in order to identify genetic markers that are predictive of treatment efficacy, risk of adverse effects, or drug toxicity, thereby informing clinical practice and guiding future research. PubMed and EMBASE papers were reviewed by three independent reviewers according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses [PRISMA] guidelines. Of the 883 records screened, 99 met the inclusion criteria. The findings of this review represent an initial step toward personalized medicine in IBD, with the potential to improve clinical outcomes in biological therapy.",International journal of molecular sciences,https://doi.org/10.3390/ijms26041760
39788408,Unraveling the effectiveness of new media teaching strategies in pharmacology education under different educational backgrounds: Insights from 6447 students.,2/2025,0.634,"BACKGROUND: Despite increasing studies underscoring the effectiveness of new media teaching strategies in pharmacology education, the influence of different educational backgrounds is still unclear. We aimed to evaluate the efficacy of new media teaching under various educational backgrounds in pharmacology education using network meta-analysis. METHODS: Literature databases were searched from their inception to February 28, 2024 for eligible trials. Educational backgrounds included 3 majors (pharmacy, medicine, and nursing) and 3 degrees (junior college, undergraduate, and graduate). Academic performance, comprehensive competency, and satisfaction were analyzed using Stata (version 17), Review Manager 5.3 software (RevMan 5.3), and R software (version 4.3.1). RESULTS: A total of 46 studies involving 6447 students were included. The surface under the cumulative ranking curve (SUCRA) indicated that compared to other majors, new media teaching among nursing students was the most effective in improving theoretical scores (88.63%), experimental scores (93.28%), learning interest (88.27%), self-learning ability (91.17%), mastery of knowledge (96.81%), and the proportion of satisfaction (97.30%) in pharmacology education. As for degrees, new media teaching among junior college students had the best effect on enhancing theoretical scores (75.60%), experimental scores (86.23%), pass rates (88.33%), self-learning ability (90.36%), mastery of knowledge (97.73%), and the proportion of satisfaction (85.28%) in pharmacology learning. CONCLUSION: Overall, new media teaching among nursing students or junior college students appears to be more effective in pharmacology education. Thus pedagogues can better implement new media teaching strategies among these students and incorporate more web-based tools.",European journal of pharmacology,https://doi.org/10.1016/j.ejphar.2025.177255
39098826,"Use of sensitivity analyses to assess uncontrolled confounding from unmeasured variables in observational, active comparator pharmacoepidemiologic studies: a systematic review.",2/2025,0.634,"Understanding the potential for, and direction and magnitude of uncontrolled confounding is critical for generating informative real-world evidence. Many sensitivity analyses are available to assess robustness of study results to residual confounding, but it is unclear how researchers are using these methods. We conducted a systematic review of published active-comparator cohort studies of drugs or biologics to summarize use of sensitivity analyses aimed at assessing uncontrolled confounding from an unmeasured variable. We reviewed articles in 5 medical and 7 epidemiologic journals published between January 1, 2017, and June 30, 2022. We identified 158 active-comparator cohort studies: 76 from medical and 82 from epidemiologic journals. Residual, unmeasured, or uncontrolled confounding was noted as a potential concern in 93% of studies, but only 84 (53%) implemented at least 1 sensitivity analysis to assess uncontrolled confounding from an unmeasured variable. The most common analyses were E-values among medical journal articles (21%) and restriction on measured variables among epidemiologic journal articles (22%). Researchers must rigorously consider the role of residual confounding in their analyses and the best sensitivity analyses for assessing this potential bias. This article is part of a Special Collection on Pharmacoepidemiology.",American journal of epidemiology,https://doi.org/10.1093/aje/kwae234
39706067,The use of Experience Sampling Method in psychopharmacological studies: A systematic review.,2/2025,0.634,"The Experience Sampling Method (ESM) is increasingly used to validate and assess treatment effects. We conducted a systematic review to update, and extend, the previous review by Bos et al. (2015), by performing literature searches in PubMed, PsycInfo, and EMBASE. Search queries included every DSM-disorder, ATC-listed psychotropic medication, and multiple search-terms for ESM. Studies included medicated psychiatric patients who filled-out ambulatory prompts >/=2/day. Templates served to distil research themes. The majority of the 79 included studies involved substance use- (n = 47), mood- (n = 17), and psychotic disorders (n = 11). Less studied were anxiety disorders and PTSD (n = 3), and ADHD (n = 1). We identified six research themes:1)Effects of psychopharmacological treatment on symptoms and factors influencing outcome, 2)Fluctuations of psychiatric symptoms in medicated patients, 3)Prediction of relapse, exacerbation of symptoms or medication non-compliance, 4)Added value of ESM compared to care as usual, 5)Using ESM to establish treatment response-trajectories, 6)Acceptability and feasibility of newly-devised ESM-applications. This review reveals that ESM is predominantly used in psychopharmacological studies to monitor treatment effects and establish fluctuations of momentary psychiatric symptoms. Future research might facilitate personalising psychopharmacological prescribing decisions using ESM. Currently underrepresented patient groups include elderly patients, and personality disorders. Finally, to facilitate ESM-implementation multiple context-levels should be optimised.",Psychiatry research,https://doi.org/10.1016/j.psychres.2024.116327
39560176,Genomics and pharmacogenomics of cluster headache: implications for personalized management? A systematic review.,2/2025,0.634,"The role of genetic factors in cluster headache etiology, suggested by familial and twin studies, remains ill-defined, with the exact pathophysiological mechanisms still largely elusive. This systematic review aims to synthesize current knowledge on cluster headache genetics and explore its implications for personalized treatment and prediction of treatment response. Thus, we searched PubMed, Scopus, and the Cochrane Library databases and reference lists of identified research articles, meta-analyses, and reviews to identify relevant studies up to 10 July 2024. The quality of the evidence was assessed using Newcastle-Ottawa Scale for case control studies and NIH Quality Assessment tool for Observational Cohort and Cross-Sectional Studies. The protocol of this study was registered via the Open Science Framework ( https://osf.io/cd4s3 ). Fifty-one studies were selected for the qualitative synthesis: 34 candidate gene studies, 5 GWAS, 7 gene expression studies, 4 pharmacogenetic association studies, and 1 whole genome sequencing study. The bulk of genetic evidence in cluster headache underscores the involvement of genes associated with chronobiological regulation. The most studied gene in cluster headache is the HCRTR2 , which is expressed in the hypothalamus; however, findings across studies continue to be inconclusive. Recent GWAS have uncovered novel risk loci for cluster headache, marking a significant advancement for the field. Nevertheless, there remains a need to investigate various genes involved in specific mechanisms and pathways.",Psychiatric genetics,https://doi.org/10.1097/YPG.0000000000000380
39855824,"Pinelliae Rhizoma: a systematic review on botany, ethnopharmacology, phytochemistry, preclinical and clinical evidence.",1/2025,0.625,"Pinelliae Rhizoma (PR), known as Banxia in Chinese, Hange in Japanese, and Banha in Korean, is a renowned herbal medicine in East Asia derived from the dry tuber of Pinellia ternata (Thunb.) Breit. (PT). It is extensively utilized in dispensing granules, classical prescriptions, and herbal formulas to treat various conditions, including cough, infection, phlegm, nausea, asthma, and inflammation. Despite numerous studies on PR and its classical prescriptions over recent decades, a comprehensive synthesis of available evidence regarding its multifunctional roles and therapeutic potential is lacking. This review aims to address this gap by examining emerging evidence from metabonomics, preclinical studies, and clinical trials, while exploring potential trends and prospects for future research. A systematic literature search was conducted across six electronic databases, including PubMed, Web of Science, Scopus, ScienceDirect, Wanfang, and China National Knowledge Infrastructure, to identify relevant articles on PR published until March 2023. PR contains 107 compounds with diverse pharmacological activities, including anti-inflammatory, immune regulatory, anti-viral, anti-cancer, anti-asthma, antitussive and expectorant, antioxidant, anti-obesity, anti-atherosclerosis, anti-microbial, emetic and anti-emetic, anti-convulsant and anti-epileptic, sedative and hypnotic, learning and memory enhancement, and anti-depressant effects. Metabonomic studies suggest that raw PR may exhibit cardiotoxicity and pregnancy toxicity while showing no apparent hepatorenal toxicity. However, limited pharmacokinetic investigations on PR constrain its clinical translation. Furthermore, clinical safety data on PR is scarce, with only four clinical trials assessing its positive effects in pediatric epilepsy, nausea and vomiting, soft tissue injury, and chronic sinus tract. This review aims to enhance understanding of PR and provide valuable information and recommendations for further research and development of herbal medicine.",Chinese journal of natural medicines,https://doi.org/10.1016/S1875-5364(25)60807-7
40119395,Towards mHealth applications for pet animal owners: a comprehensive literature review of requirements.,3/2025,0.643,"BACKGROUND: Veterinarians experience high workloads and stress levels in their daily work, of which they need to be relieved as much as possible. The general public is showing great interest in digital health services. At the same time, animal owners and veterinarians are seeing telehealth services as particularly positive for triage aspects in veterinary medicine. One approach to support veterinarians may be to enable pet owners to, for instance, make informed decisions on how urgent their animal needs to be examined by a veterinary professional through an mHealth application. For this, stakeholder requirements need to be gathered, which should provide as a starting point for the development of such a decision support system. RESULTS: 955 publications were screened, resulting in the extraction of 10 requirements to mHealth applications for animal owners from 13 publications. Most frequently mentioned aspects were: ensuring complete information input by the user (6 mentions) and displaying a disclaimer about application limitations prominently (5 mentions). CONCLUSIONS: Most of the extracted requirements focus on the design of the human-computer interface, revealing this as a crucial point to such applications, especially in guiding animal owners through information and ensuring understanding, particularly of application limitations. However, the small number of included publications shows that primary research in this field, in general, and in this specific topic in particular, is needed in order to fully reflect the requirements for an mHealth application to help animal owners decide on their animal's need to be examined by a veterinary professional.",BMC veterinary research,https://doi.org/10.1186/s12917-025-04658-3
38984839,Electroconvulsive Therapy in Forensic Psychiatry: A Systematic Review.,3/2025,0.643,"Patients with schizophrenia are the largest population in forensic hospitals, and treatment-resistant psychosis is associated with length of stay. For patients with severe and treatment-resistant psychotic disorders, electroconvulsive therapy (ECT) is a potentially effective treatment. Data regarding the use of ECT in forensic psychiatry are scarce. This systematic review aims to provide an overview of the use of ECT in forensic psychiatry. Three databases (PubMed, Web of Science, and PsycINFO) were searched for publications since 1980. Peer-reviewed articles describing patients who underwent ECT treatment in the context of forensic psychiatry were included when a treatment outcome was reported. We identified 5 case reports and 1 case series comprising 13 patients treated with ECT in forensic settings. The quality of evidence was poor accompanied by a considerable risk of bias. Patients were diagnosed with schizophrenia spectrum disorders (n = 10) or depression with psychotic features (n = 3). Eleven patients (84.6%) were described as responders in terms of symptom improvement associated with a reduction of aggressive behavior and improved functioning. At least 3 patients were able to return to community settings. Despite the very limited evidence base, our review suggests that patients in forensic hospitals may benefit from ECT, but more systematic and higher-quality evidence is urgently needed. In addition to prospective, controlled observational studies, a qualitative view focusing on patients' perspectives in this specific setting is of particular importance.",The journal of ECT,https://doi.org/10.1097/YCT.0000000000001041
39046764,Review of EmPATH Units for Behavioral Health Casualties in Prolonged Field Care Environments.,2/2025,0.634,"INTRODUCTION: Psychiatric conditions are one of the leading non-battle injury diseases resulting in medical evacuation (MEDEVAC) from combat environments. The challenge of limited MEDEVAC capability necessitating prolonged field care in future large-scale combat operations must be addressed. Therefore, a robust program is needed to address frontline care of behavioral health (BH), maximizing service members returning to duty and minimizing MEDEVAC. This review summarizes the literature on the impacts of the Emergency Psychiatric Assessment, Treatment, and Healing (EmPATH) Unit program as a solution to the challenges of treating behavioral health in future wars. MATERIALS AND METHODS: We conducted a systematic literature search and review, and a non-systematic literature critique. We then used the Johns Hopkins evidence appraisal tool to appraise the strength and quality of the evidence. The following electronic databases were utilized for the search: Google Scholar, Embase, CINAHL, and PubMed. Search terms included: included ""EmPATH,"" ""prolonged field care,"" and ""operational,"" alone and combined. RESULTS: The literature review found that the EmPATH unit, a recently developed civilian hospital-based program, can work with higher acuity psychiatric crisis patients who would otherwise be admitted to an inpatient unit, showing promising results in avoiding the need for inpatient hospitalization. EmPATH units help decrease hospitalization rates, reduce restraints and violence, and shorten the patients' boarding time in a holding area. Such findings support the use of the EmPATH unit as a tactic for prolonged field care of psychiatric patients in a combat operational environment. CONCLUSIONS: This is the first literature review to consider EmPATH units for psychiatric prolonged field care based on its advantages demonstrated in the civilian sector. Studies have yet to be done on EmPATH units' usefulness in the military, showing a knowledge gap in current evidence supporting its suitability. Thus, this review recommends further studies of EmPATH units in military settings, especially prolonged field care environments.",Military medicine,https://doi.org/10.1093/milmed/usae362
39110192,Identifying studies examining the validity of instruments for use as outcome measures in child and adolescent forensic mental health services: a systematic review.,2/2025,0.634,"BACKGROUND: Outcome measurement in child and adolescent forensic mental health services can support service improvement, research, and patient progress evaluation. This systematic review aimed to identify studies which validate structured instruments available for use as outcome measures in the child and adolescent forensic mental health service cohort and assess the quality of these studies. METHODS: A systematic review was conducted following PRISMA guidelines. Studies were identified by searching six online databases in November 2023. The quality and risk of bias of each study meeting inclusion criteria was independently assessed by two authors using the Crowe Critical Appraisal Tool. Results were synthesised narratively. RESULTS: A total of eight studies were identified which met inclusion criteria. These looked at six instruments which primarily focused on outcome measures in the areas of treatment motivation, level of functioning, psychiatric symptoms, care needs and response to social situations. Papers scored between 17/40 and 30/40 on the Crowe Critical Appraisal Tool. Studies were rated as low (n = 1), moderate (n = 6), high (n = 1) or very high quality (n = 0). CONCLUSIONS: Despite the large number of structured instruments potentially available, evidence for their use as outcome measures in child and adolescent forensic mental health services is limited. Future research should aim to validate current structured instruments for use in the forensic child and adolescent setting, with consideration of whether new instruments should be developed specifically for this group. Such instruments should be developed with both young people as service users and professionals who will be utilising the instrument in mind.",European child & adolescent psychiatry,https://doi.org/10.1007/s00787-024-02514-7
39499883,The Effect of Repeated Review of Course Content on Medium- and Long-Term Retention in an Elective Veterinary Cardiology Course.,10/2024,0.65,"Assessment in veterinary medicine is challenging given the high volume of material and high cognitive load. Differing opinions exist regarding the utility of comprehensive final examinations in veterinary courses. A mixed-methods prospective randomized trial was undertaken with veterinary students (n = 47) in an elective cardiology course. All students received identical content, which was presented through weekly in-class lectures (eight total lessons). They were given access to four different formats of study aids and completed quizzes of content knowledge within 1 week of each lesson. For the cumulative final examination (post-test), students were explicitly instructed to study only for four out of the eight lessons. Students then completed a delayed post-test 3-6 months after completion of the course. Quantitative and qualitative data were collected in the form of in-depth pre- and post-course surveys. Overall, studying a particular lesson for the post-test resulted in higher scores for six out of eight lessons in the post-test (p < .05) but did not result in significantly higher scores for any lesson in the delayed post-test. Time spent studying for individual quizzes, as well as other measures of study habits, decreased significantly throughout the semester. Among study aids, student preference was highest for instructor-provided graphic organizers, and this preference persisted across the semester with a shift away from instructor-provided outlines over time (p = .043). Free-text survey responses showed that students had realistic expectations for the impact of studying for the post-test and appreciated exposure to a variety of study aid formats. In an elective veterinary cardiology course, review of material prior to a cumulative final examination led to improved short-term performance but no difference in retention 3-6 months later.",Journal of veterinary medical education,https://doi.org/10.3138/jvme-2023-0088
39350226,The efficacy of simulation-based learning versus non-simulation-based learning in endocrinology education: a systematic review and meta-analysis.,9/2024,0.593,"BACKGROUND: Simulation-Based Learning (SBL) is increasingly adopted in medical education across various specialties, employing realistic simulations to significantly enhance learning experiences. However, a comprehensive evaluation of its effectiveness specifically in endocrinology has not yet been conducted. The study aims to systematically review and meta-analyze the impact of SBL versus Non-Simulation-Based Learning (NSBL) on knowledge acquisition, skills, satisfaction, and interest in learning among endocrinology trainees. METHODS: This systematic review and meta-analysis adhered to the PRISMA guidelines, searching PubMed, Web of Science, Embase, Cochrane library, China National Knowledge Infrastructure (CNKI), Wanfang Data, Weipu, and Chinese Biomedical Database (CBM) until March 2024. We included randomized controlled trials comparing SBL to NSBL in endocrinology education. The quality evaluation relied on the Cochrane risk-of-bias assessment tool. The main results included evaluations from both theoretical and practical assessments. Additional measures consisted of assessing satisfaction and interest in learning. RESULTS: We identified 22 studies suitable for systematic review and 21 for meta-analysis, involving a total of 2517 participants. SBL greatly enhanced theoretical knowledge [standardized mean difference (SMD) = 1.00, 95% confidence interval (CI): 0.68-1.32, P < 0.00001, I(2) = 89%] and practical skills (SMD = 1.56, 95% CI: 1.11-2.01, P < 0.00001, I(2) = 93%) compared to NSBL. Additionally, SBL was associated with higher satisfaction and greater interest in learning. No significant publication bias was detected, and sensitivity analysis confirmed the stability of these findings. CONCLUSIONS: SBL significantly enhances knowledge, skills, satisfaction, and interest in learning within endocrinology education compared to NSBL. These findings support the integration of high-quality SBL into endocrinology curricula to improve educational outcomes. Future research should explore the lasting effects of SBL on knowledge retention and clinical practice, as well as to evaluate its cost-effectiveness and compatibility with various educational tools in diverse settings.",BMC medical education,https://doi.org/10.1186/s12909-024-06010-z
38078590,9. Pharmacologic Approaches to Glycemic Treatment: Standards of Care in Diabetes-2024.,1/2024,0.523,"The American Diabetes Association (ADA) ""Standards of Care in Diabetes"" includes the ADA's current clinical practice recommendations and is intended to provide the components of diabetes care, general treatment goals and guidelines, and tools to evaluate quality of care. Members of the ADA Professional Practice Committee, an interprofessional expert committee, are responsible for updating the Standards of Care annually, or more frequently as warranted. For a detailed description of ADA standards, statements, and reports, as well as the evidence-grading system for ADA's clinical practice recommendations and a full list of Professional Practice Committee members, please refer to Introduction and Methodology. Readers who wish to comment on the Standards of Care are invited to do so at professional.diabetes.org/SOC.",Diabetes care,https://doi.org/10.2337/dc24-S009
38078589,2. Diagnosis and Classification of Diabetes: Standards of Care in Diabetes-2024.,1/2024,0.646,"The American Diabetes Association (ADA) ""Standards of Care in Diabetes"" includes the ADA's current clinical practice recommendations and is intended to provide the components of diabetes care, general treatment goals and guidelines, and tools to evaluate quality of care. Members of the ADA Professional Practice Committee, an interprofessional expert committee, are responsible for updating the Standards of Care annually, or more frequently as warranted. For a detailed description of ADA standards, statements, and reports, as well as the evidence-grading system for ADA's clinical practice recommendations and a full list of Professional Practice Committee members, please refer to Introduction and Methodology. Readers who wish to comment on the Standards of Care are invited to do so at professional.diabetes.org/SOC.",Diabetes care,https://doi.org/10.2337/dc24-S002
40082894,Comparative analysis of traditional and integrated approaches to radiology training for residents.,3/2025,0.693,"BACKGROUND: The study aims to conduct a comparative analysis of traditional and integrated approaches to radiology teaching in order to evaluate the effectiveness of novel educational methods. METHODS: The study was conducted in Shenzhen, China, between January and December 2023. It involved 100 radiology residents who were randomly assigned to either a traditional training (TT) group or an integrated training (IT) group. The average age of participants was 28 years. RESULTS: The TT group received conventional lectures and practical training, while the IT group used simulation software, interactive platforms, and artificial intelligence (AI) tools. The analysis revealed that the mean score of the IT group in the theoretical knowledge test was 170.3 +/- 15.1, which is significantly higher than that of the TT group (155.7 +/- 20.4; t = 4.21, p < 0.001). In the practical skills test, the IT group scored 160.7 +/- 22.4, while the TT group scored 135.8 +/- 25.6 (t = 5.13, p < 0.001). CONCLUSIONS: The findings of the study indicate a significant advantage of an integrated approach to radiology teaching over conventional methods. The integration of modern technologies into the learning process has been shown to enhance both short- and long-term educational outcomes in medical education. This finding is of practical significance for educational institutions in this field. It is recommended that integrated teaching methods be introduced in order to improve the quality of specialist training. CLINICAL TRIAL NUMBER: Not applicable.",BMC medical education,https://doi.org/10.1186/s12909-025-06912-6
